date,state,unemployment_rate
1997-03-01,IN,3.3
1997-03-01,KS,4.0
1997-03-01,KY,5.6
1997-03-01,LA,6.1
1997-03-01,MA,4.3
1997-03-01,MD,4.9
1997-03-01,ME,5.4
1997-03-01,MI,4.5
1997-03-01,MN,3.4
1997-03-01,MS,5.8
1997-04-01,AK,7.2
1997-04-01,AL,5.1
1997-04-01,AR,5.1
1997-04-01,AZ,4.8
1997-04-01,CA,6.6
1997-04-01,CO,3.4
1997-04-01,CT,5.0
1997-04-01,DE,4.5
1997-04-01,GA,4.6
1997-04-01,HI,6.1
1997-04-01,IA,3.2
1997-04-01,ID,5.3
1997-04-01,IL,4.8
1997-04-01,IN,3.3
1997-04-01,KS,3.9
1997-04-01,KY,5.5
1997-04-01,LA,6.0
1997-04-01,MA,4.2
1997-04-01,MD,4.9
1997-04-01,ME,5.4
1997-04-01,MI,4.3
1997-04-01,MN,3.3
1997-04-01,MS,5.7
1997-05-01,AK,7.1
1997-05-01,AL,5.1
1997-05-01,AR,5.1
1997-05-01,AZ,4.6
1997-05-01,CA,6.5
1997-05-01,CO,3.3
1997-05-01,CT,4.9
1997-05-01,DE,4.3
1997-05-01,GA,4.5
1997-05-01,HI,6.0
1997-05-01,IA,3.2
1997-05-01,ID,5.2
1997-05-01,IL,4.7
1997-05-01,IN,3.4
1997-05-01,KS,3.8
1997-05-01,KY,5.4
1997-05-01,LA,6.0
1997-05-01,MA,4.2
1997-05-01,MD,4.8
1997-05-01,ME,5.3
1997-05-01,MI,4.2
1997-05-01,MN,3.3
1997-05-01,MS,5.7
1997-06-01,AK,7.0
1997-06-01,AL,5.0
1997-06-01,AR,5.1
1997-06-01,AZ,4.5
1997-06-01,CA,6.4
1997-06-01,CO,3.2
1997-06-01,CT,4.8
1997-06-01,DE,4.1
1997-06-01,GA,4.5
1997-06-01,HI,6.0
1997-06-01,IA,3.1
1997-06-01,ID,5.2
1997-06-01,IL,4.6
1997-06-01,IN,3.4
1997-06-01,KS,3.7
1997-06-01,KY,5.3
1997-06-01,LA,6.0
1997-06-01,MA,4.1
1997-06-01,MD,4.8
1997-06-01,ME,5.2
1997-06-01,MI,4.2
1997-06-01,MN,3.3
1997-06-01,MS,5.7
1997-07-01,AK,7.0
1997-07-01,AL,5.0
1997-07-01,AR,5.1
1997-07-01,AZ,4.4
1997-07-01,CA,6.3
1997-07-01,CO,3.2
1997-07-01,CT,4.7
1997-07-01,DE,3.9
1997-07-01,GA,4.4
1997-07-01,HI,6.0
1997-07-01,IA,3.1
1997-07-01,ID,5.2
1997-07-01,IL,4.6
1997-07-01,IN,3.4
1997-07-01,KS,3.7
1997-07-01,KY,5.2
1997-07-01,LA,5.9
1997-07-01,MA,4.1
1997-07-01,MD,4.8
1997-07-01,ME,5.1
1997-07-01,MI,4.2
1997-07-01,MN,3.2
1997-07-01,MS,5.7
1997-08-01,AK,6.9
1997-08-01,AL,4.9
1997-08-01,AR,5.1
1997-08-01,AZ,4.4
1997-08-01,CA,6.2
1997-08-01,CO,3.2
1997-08-01,CT,4.5
1997-08-01,DE,3.7
1997-08-01,GA,4.3
1997-08-01,HI,5.9
1997-08-01,IA,3.0
1997-08-01,ID,5.2
1997-08-01,IL,4.6
1997-08-01,IN,3.4
1997-08-01,KS,3.7
1997-08-01,KY,5.1
1997-08-01,LA,5.8
1997-08-01,MA,4.0
1997-08-01,MD,4.8
1997-08-01,ME,5.0
1997-08-01,MI,4.2
1997-08-01,MN,3.2
1997-08-01,MS,5.8
1997-09-01,AK,6.8
1997-09-01,AL,4.9
1997-09-01,AR,5.1
1997-09-01,AZ,4.3
1997-09-01,CA,6.2
1997-09-01,CO,3.2
1997-09-01,CT,4.4
1997-09-01,DE,3.5
1997-09-01,GA,4.3
1997-09-01,HI,5.8
1997-09-01,IA,3.0
1997-09-01,ID,5.2
1997-09-01,IL,4.7
1997-09-01,IN,3.4
1997-09-01,KS,3.6
1997-09-01,KY,5.0
1997-09-01,LA,5.7
1997-09-01,MA,3.9
1997-09-01,MD,4.8
1997-09-01,ME,5.0
1997-09-01,MI,4.2
1997-09-01,MN,3.1
1997-09-01,MS,5.7
1997-10-01,AK,6.7
1997-10-01,AL,4.8
1997-10-01,AR,5.1
1997-10-01,AZ,4.3
1997-10-01,CA,6.1
1997-10-01,CO,3.2
1997-10-01,CT,4.2
1997-10-01,DE,3.4
1997-10-01,GA,4.3
1997-10-01,HI,5.8
1997-10-01,IA,3.0
1997-10-01,ID,5.2
1997-10-01,IL,4.8
1997-10-01,IN,3.4
1997-10-01,KS,3.6
1997-10-01,KY,4.8
1997-10-01,LA,5.6
1997-10-01,MA,3.8
1997-10-01,MD,4.8
1997-10-01,ME,5.0
1997-10-01,MI,4.2
1997-10-01,MN,3.0
1997-10-01,MS,5.7
1997-11-01,AK,6.5
1997-11-01,AL,4.7
1997-11-01,AR,5.0
1997-11-01,AZ,4.3
1997-11-01,CA,6.1
1997-11-01,CO,3.3
1997-11-01,CT,4.1
1997-11-01,DE,3.2
1997-11-01,GA,4.2
1997-11-01,HI,5.7
1997-11-01,IA,2.9
1997-11-01,ID,5.2
1997-11-01,IL,4.8
1997-11-01,IN,3.4
1997-11-01,KS,3.6
1997-11-01,KY,4.7
1997-11-01,LA,5.5
1997-11-01,MA,3.8
1997-11-01,MD,4.8
1997-11-01,ME,5.0
1997-11-01,MI,4.2
1997-11-01,MN,3.0
1997-11-01,MS,5.6
1997-12-01,AK,6.4
1997-12-01,AL,4.6
1997-12-01,AR,5.1
1997-12-01,AZ,4.3
1997-12-01,CA,6.0
1997-12-01,CO,3.4
1997-12-01,CT,4.0
1997-12-01,DE,3.3
1997-12-01,GA,4.2
1997-12-01,HI,5.7
1997-12-01,IA,2.9
1997-12-01,ID,5.2
1997-12-01,IL,4.8
1997-12-01,IN,3.3
1997-12-01,KS,3.6
1997-12-01,KY,4.6
1997-12-01,LA,5.4
1997-12-01,MA,3.7
1997-12-01,MD,4.8
1997-12-01,ME,5.0
1997-12-01,MI,4.1
1997-12-01,MN,2.9
1997-12-01,MS,5.5
1998-01-01,AK,6.3
1998-01-01,AL,4.5
1998-01-01,AR,5.1
1998-01-01,AZ,4.3
1998-01-01,CA,6.0
1998-01-01,CO,3.5
1998-01-01,CT,3.8
1998-01-01,DE,3.4
1998-01-01,GA,4.2
1998-01-01,HI,5.7
1998-01-01,IA,2.8
1998-01-01,ID,5.3
1998-01-01,IL,4.8
1998-01-01,IN,3.2
1998-01-01,KS,3.6
1998-01-01,KY,4.5
1998-01-01,LA,5.4
1998-01-01,MA,3.6
1998-01-01,MD,4.7
1998-01-01,ME,4.9
1998-01-01,MI,4.0
1998-01-01,MN,2.8
1998-01-01,MS,5.4
1998-02-01,AK,6.2
1998-02-01,AL,4.4
1998-02-01,AR,5.1
1998-02-01,AZ,4.3
1998-02-01,CA,6.0
1998-02-01,CO,3.6
1998-02-01,CT,3.7
1998-02-01,DE,3.5
1998-02-01,GA,4.2
1998-02-01,HI,5.7
1998-02-01,IA,2.8
1998-02-01,ID,5.3
1998-02-01,IL,4.7
1998-02-01,IN,3.1
1998-02-01,KS,3.6
1998-02-01,KY,4.5
1998-02-01,LA,5.4
1998-02-01,MA,3.5
1998-02-01,MD,4.6
1998-02-01,ME,4.8
1998-02-01,MI,4.0
1998-02-01,MN,2.8
1998-02-01,MS,5.3
1998-03-01,AK,6.2
1998-03-01,AL,4.4
1998-03-01,AR,5.1
1998-03-01,AZ,4.3
1998-03-01,CA,6.0
1998-03-01,CO,3.7
1998-03-01,CT,3.6
1998-03-01,DE,3.5
1998-03-01,GA,4.2
1998-03-01,HI,5.7
1998-03-01,IA,2.8
1998-03-01,ID,5.3
1998-03-01,IL,4.5
1998-03-01,IN,2.9
1998-03-01,KS,3.6
1998-03-01,KY,4.5
1998-03-01,LA,5.4
1998-03-01,MA,3.5
1998-03-01,MD,4.5
1998-03-01,ME,4.6
1998-03-01,MI,3.9
1998-03-01,MN,2.7
1998-03-01,MS,5.3
1998-04-01,AK,6.2
1998-04-01,AL,4.4
1998-04-01,AR,5.1
1998-04-01,AZ,4.2
1998-04-01,CA,6.0
1998-04-01,CO,3.7
1998-04-01,CT,3.4
1998-04-01,DE,3.6
1998-04-01,GA,4.2
1998-04-01,HI,5.7
1998-04-01,IA,2.8
1998-04-01,ID,5.3
1998-04-01,IL,4.4
1998-04-01,IN,2.9
1998-04-01,KS,3.7
1998-04-01,KY,4.5
1998-04-01,LA,5.5
1998-04-01,MA,3.4
1998-04-01,MD,4.4
1998-04-01,ME,4.5
1998-04-01,MI,3.8
1998-04-01,MN,2.7
1998-04-01,MS,5.3
1998-05-01,AK,6.2
1998-05-01,AL,4.4
1998-05-01,AR,5.1
1998-05-01,AZ,4.2
1998-05-01,CA,6.0
1998-05-01,CO,3.7
1998-05-01,CT,3.3
1998-05-01,DE,3.6
1998-05-01,GA,4.2
1998-05-01,HI,5.8
1998-05-01,IA,2.8
1998-05-01,ID,5.2
1998-05-01,IL,4.3
1998-05-01,IN,2.9
1998-05-01,KS,3.7
1998-05-01,KY,4.5
1998-05-01,LA,5.6
1998-05-01,MA,3.4
1998-05-01,MD,4.3
1998-05-01,ME,4.4
1998-05-01,MI,3.8
1998-05-01,MN,2.6
1998-05-01,MS,5.3
1998-06-01,AK,6.3
1998-06-01,AL,4.4
1998-06-01,AR,5.0
1998-06-01,AZ,4.2
1998-06-01,CA,6.0
1998-06-01,CO,3.8
1998-06-01,CT,3.2
1998-06-01,DE,3.6
1998-06-01,GA,4.2
1998-06-01,HI,5.8
1998-06-01,IA,2.9
1998-06-01,ID,5.2
1998-06-01,IL,4.3
1998-06-01,IN,2.9
1998-06-01,KS,3.8
1998-06-01,KY,4.5
1998-06-01,LA,5.7
1998-06-01,MA,3.3
1998-06-01,MD,4.3
1998-06-01,ME,4.4
1998-06-01,MI,3.8
1998-06-01,MN,2.6
1998-06-01,MS,5.2
1998-07-01,AK,6.4
1998-07-01,AL,4.5
1998-07-01,AR,5.0
1998-07-01,AZ,4.2
1998-07-01,CA,6.0
1998-07-01,CO,3.8
1998-07-01,CT,3.2
1998-07-01,DE,3.6
1998-07-01,GA,4.2
1998-07-01,HI,5.9
1998-07-01,IA,2.9
1998-07-01,ID,5.2
1998-07-01,IL,4.4
1998-07-01,IN,3.0
1998-07-01,KS,3.8
1998-07-01,KY,4.5
1998-07-01,LA,5.7
1998-07-01,MA,3.3
1998-07-01,MD,4.2
1998-07-01,ME,4.4
1998-07-01,MI,4.7
1998-07-01,MN,2.6
1998-07-01,MS,5.2
1998-08-01,AK,6.4
1998-08-01,AL,4.5
1998-08-01,AR,5.1
1998-08-01,AZ,4.2
1998-08-01,CA,6.0
1998-08-01,CO,3.8
1998-08-01,CT,3.1
1998-08-01,DE,3.6
1998-08-01,GA,4.2
1998-08-01,HI,5.9
1998-08-01,IA,2.9
1998-08-01,ID,5.2
1998-08-01,IL,4.5
1998-08-01,IN,3.0
1998-08-01,KS,3.9
1998-08-01,KY,4.5
1998-08-01,LA,5.7
1998-08-01,MA,3.3
1998-08-01,MD,4.2
1998-08-01,ME,4.5
1998-08-01,MI,3.9
1998-08-01,MN,2.6
1998-08-01,MS,5.2
1998-09-01,AK,6.4
1998-09-01,AL,4.5
1998-09-01,AR,5.1
1998-09-01,AZ,4.2
1998-09-01,CA,6.0
1998-09-01,CO,3.7
1998-09-01,CT,3.0
1998-09-01,DE,3.5
1998-09-01,GA,4.2
1998-09-01,HI,5.9
1998-09-01,IA,2.9
1998-09-01,ID,5.2
1998-09-01,IL,4.5
1998-09-01,IN,3.0
1998-09-01,KS,3.8
1998-09-01,KY,4.6
1998-09-01,LA,5.6
1998-09-01,MA,3.3
1998-09-01,MD,4.1
1998-09-01,ME,4.4
1998-09-01,MI,3.9
1998-09-01,MN,2.7
1998-09-01,MS,5.2
1998-10-01,AK,6.4
1998-10-01,AL,4.5
1998-10-01,AR,5.0
1998-10-01,AZ,4.3
1998-10-01,CA,5.9
1998-10-01,CO,3.6
1998-10-01,CT,2.9
1998-10-01,DE,3.4
1998-10-01,GA,4.1
1998-10-01,HI,5.9
1998-10-01,IA,2.9
1998-10-01,ID,5.2
1998-10-01,IL,4.5
1998-10-01,IN,3.0
1998-10-01,KS,3.7
1998-10-01,KY,4.6
1998-10-01,LA,5.5
1998-10-01,MA,3.3
1998-10-01,MD,4.0
1998-10-01,ME,4.3
1998-10-01,MI,4.0
1998-10-01,MN,2.7
1998-10-01,MS,5.2
1998-11-01,AK,6.4
1998-11-01,AL,4.5
1998-11-01,AR,5.0
1998-11-01,AZ,4.3
1998-11-01,CA,5.9
1998-11-01,CO,3.4
1998-11-01,CT,2.8
1998-11-01,DE,3.3
1998-11-01,GA,4.1
1998-11-01,HI,5.8
1998-11-01,IA,2.9
1998-11-01,ID,5.2
1998-11-01,IL,4.4
1998-11-01,IN,3.0
1998-11-01,KS,3.6
1998-11-01,KY,4.5
1998-11-01,LA,5.4
1998-11-01,MA,3.3
1998-11-01,MD,3.8
1998-11-01,ME,4.2
1998-11-01,MI,4.0
1998-11-01,MN,2.7
1998-11-01,MS,5.1
1998-12-01,AK,6.4
1998-12-01,AL,4.5
1998-12-01,AR,4.8
1998-12-01,AZ,4.3
1998-12-01,CA,5.8
1998-12-01,CO,3.3
1998-12-01,CT,2.7
1998-12-01,DE,3.2
1998-12-01,GA,4.1
1998-12-01,HI,5.7
1998-12-01,IA,2.8
1998-12-01,ID,5.1
1998-12-01,IL,4.3
1998-12-01,IN,2.9
1998-12-01,KS,3.5
1998-12-01,KY,4.5
1998-12-01,LA,5.3
1998-12-01,MA,3.3
1998-12-01,MD,3.7
1998-12-01,ME,4.1
1998-12-01,MI,4.0
1998-12-01,MN,2.6
1998-12-01,MS,5.0
1999-01-01,AK,6.4
1999-01-01,AL,4.6
1999-01-01,AR,4.7
1999-01-01,AZ,4.4
1999-01-01,CA,5.7
1999-01-01,CO,3.1
1999-01-01,CT,2.7
1999-01-01,DE,3.1
1999-01-01,GA,4.0
1999-01-01,HI,5.6
1999-01-01,IA,2.8
1999-01-01,ID,5.1
1999-01-01,IL,4.2
1999-01-01,IN,2.9
1999-01-01,KS,3.4
1999-01-01,KY,4.6
1999-01-01,LA,5.2
1999-01-01,MA,3.3
1999-01-01,MD,3.7
1999-01-01,ME,4.0
1999-01-01,MI,4.0
1999-01-01,MN,2.6
1999-01-01,MS,4.9
1999-02-01,AK,6.4
1999-02-01,AL,4.6
1999-02-01,AR,4.6
1999-02-01,AZ,4.5
1999-02-01,CA,5.6
1999-02-01,CO,3.0
1999-02-01,CT,2.6
1999-02-01,DE,3.1
1999-02-01,GA,4.0
1999-02-01,HI,5.5
1999-02-01,IA,2.7
1999-02-01,ID,5.1
1999-02-01,IL,4.2
1999-02-01,IN,2.8
1999-02-01,KS,3.4
1999-02-01,KY,4.6
1999-02-01,LA,5.1
1999-02-01,MA,3.3
1999-02-01,MD,3.6
1999-02-01,ME,3.9
1999-02-01,MI,4.0
1999-02-01,MN,2.5
1999-02-01,MS,4.9
1999-03-01,AK,6.5
1999-03-01,AL,4.7
1999-03-01,AR,4.6
1999-03-01,AZ,4.6
1999-03-01,CA,5.5
1999-03-01,CO,3.0
1999-03-01,CT,2.6
1999-03-01,DE,3.2
1999-03-01,GA,3.9
1999-03-01,HI,5.4
1999-03-01,IA,2.7
1999-03-01,ID,5.1
1999-03-01,IL,4.2
1999-03-01,IN,2.8
1999-03-01,KS,3.4
1999-03-01,KY,4.6
1999-03-01,LA,5.0
1999-03-01,MA,3.3
1999-03-01,MD,3.6
1999-03-01,ME,3.9
1999-03-01,MI,4.0
1999-03-01,MN,2.6
1999-03-01,MS,4.9
1999-04-01,AK,6.5
1999-04-01,AL,4.7
1999-04-01,AR,4.5
1999-04-01,AZ,4.6
1999-04-01,CA,5.4
1999-04-01,CO,3.0
1999-04-01,CT,2.6
1999-04-01,DE,3.2
1999-04-01,GA,3.9
1999-04-01,HI,5.4
1999-04-01,IA,2.7
1999-04-01,ID,5.1
1999-04-01,IL,4.3
1999-04-01,IN,2.7
1999-04-01,KS,3.4
1999-04-01,KY,4.6
1999-04-01,LA,4.9
1999-04-01,MA,3.3
1999-04-01,MD,3.5
1999-04-01,ME,4.0
1999-04-01,MI,3.9
1999-04-01,MN,2.7
1999-04-01,MS,4.9
1999-05-01,AK,6.5
1999-05-01,AL,4.8
1999-05-01,AR,4.5
1999-05-01,AZ,4.7
1999-05-01,CA,5.3
1999-05-01,CO,3.0
1999-05-01,CT,2.5
1999-05-01,DE,3.2
1999-05-01,GA,3.9
1999-05-01,HI,5.3
1999-05-01,IA,2.7
1999-05-01,ID,5.1
1999-05-01,IL,4.5
1999-05-01,IN,2.8
1999-05-01,KS,3.5
1999-05-01,KY,4.6
1999-05-01,LA,4.9
1999-05-01,MA,3.3
1999-05-01,MD,3.5
1999-05-01,ME,4.0
1999-05-01,MI,3.8
1999-05-01,MN,2.8
1999-05-01,MS,5.0
1999-06-01,AK,6.4
1999-06-01,AL,4.8
1999-06-01,AR,4.6
1999-06-01,AZ,4.7
1999-06-01,CA,5.3
1999-06-01,CO,3.1
1999-06-01,CT,2.5
1999-06-01,DE,3.3
1999-06-01,GA,3.8
1999-06-01,HI,5.2
1999-06-01,IA,2.8
1999-06-01,ID,5.1
1999-06-01,IL,4.6
1999-06-01,IN,2.9
1999-06-01,KS,3.5
1999-06-01,KY,4.6
1999-06-01,LA,4.9
1999-06-01,MA,3.3
1999-06-01,MD,3.5
1999-06-01,ME,4.0
1999-06-01,MI,3.7
1999-06-01,MN,2.8
1999-06-01,MS,5.0
1999-07-01,AK,6.4
1999-07-01,AL,4.8
1999-07-01,AR,4.6
1999-07-01,AZ,4.6
1999-07-01,CA,5.2
1999-07-01,CO,3.1
1999-07-01,CT,2.5
1999-07-01,DE,3.3
1999-07-01,GA,3.8
1999-07-01,HI,5.2
1999-07-01,IA,2.8
1999-07-01,ID,5.1
1999-07-01,IL,4.6
1999-07-01,IN,2.9
1999-07-01,KS,3.5
1999-07-01,KY,4.6
1999-07-01,LA,4.9
1999-07-01,MA,3.3
1999-07-01,MD,3.4
1999-07-01,ME,4.0
1999-07-01,MI,3.7
1999-07-01,MN,2.9
1999-07-01,MS,5.1
1999-08-01,AK,6.3
1999-08-01,AL,4.8
1999-08-01,AR,4.5
1999-08-01,AZ,4.5
1999-08-01,CA,5.2
1999-08-01,CO,3.1
1999-08-01,CT,2.4
1999-08-01,DE,3.3
1999-08-01,GA,3.8
1999-08-01,HI,5.1
1999-08-01,IA,2.7
1999-08-01,ID,5.0
1999-08-01,IL,4.6
1999-08-01,IN,3.0
1999-08-01,KS,3.5
1999-08-01,KY,4.5
1999-08-01,LA,4.9
1999-08-01,MA,3.3
1999-08-01,MD,3.3
1999-08-01,ME,4.0
1999-08-01,MI,3.7
1999-08-01,MN,2.9
1999-08-01,MS,5.2
1999-09-01,AK,6.3
1999-09-01,AL,4.8
1999-09-01,AR,4.5
1999-09-01,AZ,4.4
1999-09-01,CA,5.1
1999-09-01,CO,3.0
1999-09-01,CT,2.4
1999-09-01,DE,3.3
1999-09-01,GA,3.8
1999-09-01,HI,5.0
1999-09-01,IA,2.7
1999-09-01,ID,4.9
1999-09-01,IL,4.6
1999-09-01,IN,3.0
1999-09-01,KS,3.5
1999-09-01,KY,4.5
1999-09-01,LA,4.9
1999-09-01,MA,3.3
1999-09-01,MD,3.3
1999-09-01,ME,4.0
1999-09-01,MI,3.6
1999-09-01,MN,2.9
1999-09-01,MS,5.2
1999-10-01,AK,6.2
1999-10-01,AL,4.8
1999-10-01,AR,4.4
1999-10-01,AZ,4.3
1999-10-01,CA,5.1
1999-10-01,CO,3.0
1999-10-01,CT,2.4
1999-10-01,DE,3.3
1999-10-01,GA,3.8
1999-10-01,HI,4.9
1999-10-01,IA,2.6
1999-10-01,ID,4.8
1999-10-01,IL,4.5
1999-10-01,IN,3.1
1999-10-01,KS,3.5
1999-10-01,KY,4.4
1999-10-01,LA,4.9
1999-10-01,MA,3.3
1999-10-01,MD,3.3
1999-10-01,ME,4.0
1999-10-01,MI,3.6
1999-10-01,MN,2.8
1999-10-01,MS,5.3
1999-11-01,AK,6.2
1999-11-01,AL,4.7
1999-11-01,AR,4.4
1999-11-01,AZ,4.2
1999-11-01,CA,5.0
1999-11-01,CO,2.9
1999-11-01,CT,2.4
1999-11-01,DE,3.3
1999-11-01,GA,3.7
1999-11-01,HI,4.8
1999-11-01,IA,2.5
1999-11-01,ID,4.7
1999-11-01,IL,4.4
1999-11-01,IN,3.1
1999-11-01,KS,3.5
1999-11-01,KY,4.3
1999-11-01,LA,4.9
1999-11-01,MA,3.2
1999-11-01,MD,3.2
1999-11-01,ME,3.9
1999-11-01,MI,3.5
1999-11-01,MN,2.9
1999-11-01,MS,5.3
1999-12-01,AK,6.1
1999-12-01,AL,4.7
1999-12-01,AR,4.3
1999-12-01,AZ,4.1
1999-12-01,CA,5.0
1999-12-01,CO,2.8
1999-12-01,CT,2.4
1999-12-01,DE,3.3
1999-12-01,GA,3.6
1999-12-01,HI,4.6
1999-12-01,IA,2.5
1999-12-01,ID,4.7
1999-12-01,IL,4.4
1999-12-01,IN,3.1
1999-12-01,KS,3.5
1999-12-01,KY,4.2
1999-12-01,LA,4.9
1999-12-01,MA,3.2
1999-12-01,MD,3.2
1999-12-01,ME,3.8
1999-12-01,MI,3.4
1999-12-01,MN,2.9
1999-12-01,MS,5.4
2000-01-01,AK,6.2
2000-01-01,AL,4.7
2000-01-01,AR,4.3
2000-01-01,AZ,4.1
2000-01-01,CA,5.0
2000-01-01,CO,2.8
2000-01-01,CT,2.3
2000-01-01,DE,3.3
2000-01-01,GA,3.6
2000-01-01,HI,4.5
2000-01-01,IA,2.5
2000-01-01,ID,4.6
2000-01-01,IL,4.4
2000-01-01,IN,3.1
2000-01-01,KS,3.6
2000-01-01,KY,4.1
2000-01-01,LA,4.9
2000-01-01,MA,3.1
2000-01-01,MD,3.3
2000-01-01,ME,3.7
2000-01-01,MI,3.3
2000-01-01,MN,2.9
2000-01-01,MS,5.4
2000-02-01,AK,6.2
2000-02-01,AL,4.7
2000-02-01,AR,4.3
2000-02-01,AZ,4.0
2000-02-01,CA,5.0
2000-02-01,CO,2.7
2000-02-01,CT,2.3
2000-02-01,DE,3.3
2000-02-01,GA,3.6
2000-02-01,HI,4.5
2000-02-01,IA,2.5
2000-02-01,ID,4.5
2000-02-01,IL,4.4
2000-02-01,IN,3.1
2000-02-01,KS,3.6
2000-02-01,KY,4.1
2000-02-01,LA,4.9
2000-02-01,MA,3.0
2000-02-01,MD,3.3
2000-02-01,ME,3.5
2000-02-01,MI,3.2
2000-02-01,MN,3.0
2000-02-01,MS,5.5
2000-03-01,AK,6.2
2000-03-01,AL,4.7
2000-03-01,AR,4.2
2000-03-01,AZ,4.0
2000-03-01,CA,5.0
2000-03-01,CO,2.7
2000-03-01,CT,2.2
2000-03-01,DE,3.3
2000-03-01,GA,3.6
2000-03-01,HI,4.4
2000-03-01,IA,2.5
2000-03-01,ID,4.5
2000-03-01,IL,4.4
2000-03-01,IN,3.0
2000-03-01,KS,3.6
2000-03-01,KY,4.0
2000-03-01,LA,4.9
2000-03-01,MA,2.9
2000-03-01,MD,3.4
2000-03-01,ME,3.4
2000-03-01,MI,3.3
2000-03-01,MN,3.0
2000-03-01,MS,5.5
2000-04-01,AK,6.3
2000-04-01,AL,4.7
2000-04-01,AR,4.2
2000-04-01,AZ,4.0
2000-04-01,CA,5.0
2000-04-01,CO,2.7
2000-04-01,CT,2.2
2000-04-01,DE,3.4
2000-04-01,GA,3.6
2000-04-01,HI,4.4
2000-04-01,IA,2.5
2000-04-01,ID,4.6
2000-04-01,IL,4.4
2000-04-01,IN,3.1
2000-04-01,KS,3.6
2000-04-01,KY,4.0
2000-04-01,LA,5.0
2000-04-01,MA,2.8
2000-04-01,MD,3.5
2000-04-01,ME,3.3
2000-04-01,MI,3.4
2000-04-01,MN,3.0
2000-04-01,MS,5.5
2000-05-01,AK,6.3
2000-05-01,AL,4.6
2000-05-01,AR,4.1
2000-05-01,AZ,4.0
2000-05-01,CA,5.1
2000-05-01,CO,2.7
2000-05-01,CT,2.1
2000-05-01,DE,3.4
2000-05-01,GA,3.6
2000-05-01,HI,4.3
2000-05-01,IA,2.6
2000-05-01,ID,4.6
2000-05-01,IL,4.4
2000-05-01,IN,3.1
2000-05-01,KS,3.7
2000-05-01,KY,4.0
2000-05-01,LA,5.0
2000-05-01,MA,2.8
2000-05-01,MD,3.6
2000-05-01,ME,3.3
2000-05-01,MI,3.6
2000-05-01,MN,3.0
2000-05-01,MS,5.5
2000-06-01,AK,6.4
2000-06-01,AL,4.6
2000-06-01,AR,4.1
2000-06-01,AZ,4.0
2000-06-01,CA,5.0
2000-06-01,CO,2.7
2000-06-01,CT,2.1
2000-06-01,DE,3.5
2000-06-01,GA,3.6
2000-06-01,HI,4.3
2000-06-01,IA,2.6
2000-06-01,ID,4.6
2000-06-01,IL,4.4
2000-06-01,IN,3.1
2000-06-01,KS,3.7
2000-06-01,KY,4.1
2000-06-01,LA,5.1
2000-06-01,MA,2.8
2000-06-01,MD,3.6
2000-06-01,ME,3.3
2000-06-01,MI,3.7
2000-06-01,MN,3.0
2000-06-01,MS,5.5
2000-07-01,AK,6.4
2000-07-01,AL,4.6
2000-07-01,AR,4.1
2000-07-01,AZ,4.0
2000-07-01,CA,5.0
2000-07-01,CO,2.8
2000-07-01,CT,2.1
2000-07-01,DE,3.5
2000-07-01,GA,3.6
2000-07-01,HI,4.2
2000-07-01,IA,2.7
2000-07-01,ID,4.7
2000-07-01,IL,4.4
2000-07-01,IN,3.0
2000-07-01,KS,3.7
2000-07-01,KY,4.1
2000-07-01,LA,5.1
2000-07-01,MA,2.7
2000-07-01,MD,3.7
2000-07-01,ME,3.2
2000-07-01,MI,3.8
2000-07-01,MN,3.1
2000-07-01,MS,5.4
2000-08-01,AK,6.4
2000-08-01,AL,4.6
2000-08-01,AR,4.1
2000-08-01,AZ,4.0
2000-08-01,CA,4.9
2000-08-01,CO,2.8
2000-08-01,CT,2.1
2000-08-01,DE,3.5
2000-08-01,GA,3.5
2000-08-01,HI,4.1
2000-08-01,IA,2.7
2000-08-01,ID,4.7
2000-08-01,IL,4.4
2000-08-01,IN,2.9
2000-08-01,KS,3.8
2000-08-01,KY,4.2
2000-08-01,LA,5.2
2000-08-01,MA,2.7
2000-08-01,MD,3.7
2000-08-01,ME,3.2
2000-08-01,MI,3.9
2000-08-01,MN,3.2
2000-08-01,MS,5.3
2000-09-01,AK,6.3
2000-09-01,AL,4.6
2000-09-01,AR,4.1
2000-09-01,AZ,3.9
2000-09-01,CA,4.9
2000-09-01,CO,2.8
2000-09-01,CT,2.1
2000-09-01,DE,3.5
2000-09-01,GA,3.5
2000-09-01,HI,4.1
2000-09-01,IA,2.8
2000-09-01,ID,4.7
2000-09-01,IL,4.4
2000-09-01,IN,2.9
2000-09-01,KS,3.8
2000-09-01,KY,4.2
2000-09-01,LA,5.3
2000-09-01,MA,2.7
2000-09-01,MD,3.7
2000-09-01,ME,3.2
2000-09-01,MI,3.9
2000-09-01,MN,3.2
2000-09-01,MS,5.2
2000-10-01,AK,6.3
2000-10-01,AL,4.6
2000-10-01,AR,4.1
2000-10-01,AZ,3.9
2000-10-01,CA,4.8
2000-10-01,CO,2.7
2000-10-01,CT,2.1
2000-10-01,DE,3.6
2000-10-01,GA,3.4
2000-10-01,HI,4.0
2000-10-01,IA,2.8
2000-10-01,ID,4.7
2000-10-01,IL,4.5
2000-10-01,IN,2.9
2000-10-01,KS,3.9
2000-10-01,KY,4.3
2000-10-01,LA,5.3
2000-10-01,MA,2.7
2000-10-01,MD,3.7
2000-10-01,ME,3.2
